 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
9.0000000000,462688.0332354940,10.0000000000,2.0000000000,-9987346.8189567100,45.0000000000,44.0000000000,45.0000000000,0.0980000000,17641.8308960795,-0.0000784048,0.0000000000,0.0000000000,567.3187639229,4.5566451959,86.7094844989,LOS
73.0000000000,462688.0332354940,25.0000000000,0.0000000000,-9928640.6313931600,29.0000000000,28.0000000000,29.0000000000,-0.1060000000,18543.9252897277,0.0001172031,0.0000000000,0.0000000000,335.7311059572,13.0445085652,22.3086721152,NLOS
74.0000000000,462688.0332354940,47.0000000000,0.0000000000,-9952879.1524541400,41.0000000000,40.0000000000,41.0000000000,0.1520000000,18515.8132352679,0.0000367173,0.0000000000,0.0000000000,307.6190514937,-14.1039362028,131.7854566053,LOS
23.0000000000,462688.0332354940,41.0000000000,2.0000000000,-9989853.4811031100,52.0000000000,51.0000000000,52.0000000000,0.1210000000,17825.6350353211,-0.0000868463,0.0000000000,0.0000000000,380.6566960104,2.4865938537,62.6865503564,LOS
31.0000000000,462688.0332354940,40.0000000000,2.0000000000,-9866611.6850780000,28.0000000000,27.0000000000,28.0000000000,0.1660000000,18378.9876472726,0.0003239160,0.0000000000,0.0000000000,173.0758773983,-0.3243354335,-35.6819996983,NLOS
1.0000000000,462689.0332962220,79.0000000000,2.0000000000,-9984777.8243307000,44.0000000000,43.0000000000,44.0000000000,-0.0080000000,18174.0248799584,-0.0000093450,0.0000000000,0.0000000000,32.7280643433,1.4350418225,13.4220790900,LOS
3.0000000000,462689.0332962220,48.0000000000,2.0000000000,-9923963.4894595200,38.0000000000,37.0000000000,38.0000000000,-0.0800000000,17925.1461268775,0.0001936072,0.0000000000,0.0000000000,288.4507021606,-5.8696037382,42.6479336172,NLOS
4.0000000000,462689.0332962220,61.0000000000,2.0000000000,-9983961.7748852000,39.0000000000,39.0000000000,39.0000000000,-0.0180000000,18595.8251793943,-0.0000067730,0.0000000000,0.0000000000,385.8372551799,0.0922117531,-31.5394305959,NLOS
9.0000000000,462689.0332962220,10.0000000000,2.0000000000,-10005554.3325591000,45.0000000000,44.0000000000,45.0000000000,-0.0780000000,17641.7525006607,-0.0000784048,0.0000000000,0.0000000000,566.7168019153,0.6019620076,86.3246317282,LOS
73.0000000000,462689.0332962220,25.0000000000,0.0000000000,-9946834.9688465100,29.0000000000,28.0000000000,29.0000000000,0.3320000000,18549.8854800425,0.0001172031,0.0000000000,0.0000000000,341.9910887331,6.2599827759,8.7517341636,NLOS
74.0000000000,462689.0332962220,47.0000000000,0.0000000000,-9971089.2945037900,41.0000000000,40.0000000000,41.0000000000,0.0390000000,18523.5829424224,0.0000367173,0.0000000000,0.0000000000,315.6885511130,8.0694996193,134.0331149399,LOS
23.0000000000,462689.0332962220,41.0000000000,2.0000000000,-10008064.0329914000,52.0000000000,51.0000000000,52.0000000000,-0.0550000000,17825.5800756812,-0.0000868463,0.0000000000,0.0000000000,379.8410161287,0.8156798817,65.3436762542,LOS
31.0000000000,462689.0332962220,40.0000000000,2.0000000000,-9884821.0853614900,29.0000000000,28.0000000000,28.0000000000,0.0100000000,18378.9980091191,0.0003239160,0.0000000000,0.0000000000,172.4346216246,-0.6412557736,-34.1770777479,NLOS
1.0000000000,462690.0333569500,79.0000000000,2.0000000000,-10002985.4903107000,44.0000000000,43.0000000000,44.0000000000,-0.1040000000,18173.9204369261,-0.0000093450,0.0000000000,0.0000000000,34.1644823477,-1.4364180043,13.1934220307,LOS
3.0000000000,462690.0333569500,48.0000000000,2.0000000000,-9942168.8692779500,38.0000000000,37.0000000000,38.0000000000,-0.1900000000,17924.9556862711,0.0001936073,0.0000000000,0.0000000000,285.4063436985,3.0443584621,40.1393918730,NLOS
4.0000000000,462690.0333569500,61.0000000000,2.0000000000,-10002168.1147424000,40.0000000000,39.0000000000,39.0000000000,-0.1210000000,18595.7040188908,-0.0000067730,0.0000000000,0.0000000000,386.2869402468,0.4496850669,-33.0943969674,NLOS
9.0000000000,462690.0333569500,10.0000000000,2.0000000000,-10023760.1017692000,45.0000000000,44.0000000000,45.0000000000,-0.1860000000,17641.5665613859,-0.0000784048,0.0000000000,0.0000000000,568.4250010252,-1.7081991099,84.1953866966,LOS
73.0000000000,462690.0333569500,25.0000000000,0.0000000000,-9965051.1402062800,29.0000000000,29.0000000000,29.0000000000,-1.0490000000,18571.7245537601,0.0001172031,0.0000000000,0.0000000000,363.8301624469,21.8390737139,17.0287026130,NLOS
74.0000000000,462690.0333569500,47.0000000000,0.0000000000,-9989317.1813180900,41.0000000000,40.0000000000,41.0000000000,-0.1470000000,18541.4755210466,0.0000367173,0.0000000000,0.0000000000,333.5811297372,17.8925786242,154.0255379304,LOS
23.0000000000,462690.0333569500,41.0000000000,2.0000000000,-10026273.0341385000,52.0000000000,51.0000000000,52.0000000000,-0.1560000000,17825.4223264046,-0.0000868463,0.0000000000,0.0000000000,381.3307418711,-1.4897257425,66.4500608630,LOS
31.0000000000,462690.0333569500,40.0000000000,2.0000000000,-9903021.3350283000,29.0000000000,28.0000000000,29.0000000000,-0.0840000000,18378.9145950675,0.0003239160,0.0000000000,0.0000000000,163.4079532735,-9.0266683511,-41.8227724731,NLOS
1.0000000000,462691.0334176780,79.0000000000,2.0000000000,-10021194.7167832000,44.0000000000,43.0000000000,44.0000000000,-0.2280000000,18173.6928515248,-0.0000093450,0.0000000000,0.0045347000,32.4892463610,1.6752359867,14.5252574123,LOS
3.0000000000,462691.0334176780,49.0000000000,2.0000000000,-9960369.7152736600,38.0000000000,37.0000000000,38.0000000000,-0.3240000000,17924.6322633437,0.0001936073,0.0000000000,-0.0049858000,289.9159771726,-4.5096334741,33.0970274098,NLOS
4.0000000000,462691.0334176780,61.0000000000,2.0000000000,-10020372.9683633000,40.0000000000,39.0000000000,40.0000000000,-0.2500000000,18595.4552600756,-0.0000067730,0.0000000000,0.0185847000,384.8964902386,-1.3904500082,-36.1355997473,NLOS
9.0000000000,462691.0334176780,11.0000000000,2.0000000000,-10041965.9099673000,45.0000000000,44.0000000000,45.0000000000,-0.3050000000,17641.2611836493,-0.0000784049,0.0000000000,-0.0312970000,568.3498137854,0.0751872398,82.1051296033,LOS
73.0000000000,462691.0334176780,24.0000000000,0.0000000000,-9983258.7049275700,30.0000000000,29.0000000000,29.0000000000,-0.1270000000,18563.1230857521,0.0001172031,0.0000000000,0.0372670000,355.2286944464,-8.6014680006,16.6990326010,NLOS
74.0000000000,462691.0334176780,46.0000000000,0.0000000000,-10007512.3512130000,41.0000000000,40.0000000000,41.0000000000,-0.2420000000,18508.9063963443,0.0000367173,0.0000000000,0.0210991000,301.0120050348,-32.5691247024,141.3010415398,LOS
23.0000000000,462691.0334176780,42.0000000000,2.0000000000,-10044482.8272664000,52.0000000000,52.0000000000,52.0000000000,-0.2850000000,17825.1383200399,-0.0000868463,0.0000000000,-0.0131111000,380.4734115824,0.8573302887,68.3480688706,LOS
31.0000000000,462691.0334176780,40.0000000000,2.0000000000,-9921225.9996547000,29.0000000000,28.0000000000,29.0000000000,-0.2170000000,18378.6964452601,0.0003239160,0.0000000000,0.0138578000,167.9468535893,4.5389003158,-45.0535076186,NLOS
1.0000000000,462692.0334784070,79.0000000000,2.0000000000,-10039402.9140560000,43.0000000000,43.0000000000,44.0000000000,-0.1350000000,18173.5571816265,-0.0000093450,0.0000000000,0.0000000000,32.8041130230,-0.3148666620,15.4274779893,LOS
3.0000000000,462692.0334784070,49.0000000000,2.0000000000,-9978573.7855263300,37.0000000000,32.0000000000,38.0000000000,-0.2230000000,17924.4104779884,0.0001936073,0.0000000000,0.0000000000,286.0679414123,3.8480357602,29.8785048351,NLOS
4.0000000000,462692.0334784070,61.0000000000,2.0000000000,-10038580.4098213000,40.0000000000,39.0000000000,40.0000000000,-0.1560000000,18595.2989509776,-0.0000067730,0.0000000000,0.0000000000,388.1796857938,3.2831955552,-35.9893804863,NLOS
9.0000000000,462692.0334784070,11.0000000000,2.0000000000,-10060174.0142550000,45.0000000000,44.0000000000,45.0000000000,-0.2150000000,17641.0475212335,-0.0000784049,0.0000000000,0.0000000000,565.4179340787,2.9318797067,82.9105470777,LOS
73.0000000000,462692.0334784070,24.0000000000,0.0000000000,-10001488.5638192000,30.0000000000,29.0000000000,30.0000000000,0.5100000000,18585.4204201102,0.0001172031,0.0000000000,0.0000000000,378.1256137118,22.8969192654,39.2631178908,NLOS
74.0000000000,462692.0334784070,46.0000000000,0.0000000000,-10025731.8482969000,41.0000000000,40.0000000000,41.0000000000,0.0180000000,18533.3803393542,0.0000367173,0.0000000000,0.0000000000,326.0855329596,25.0735279247,153.5033190697,LOS
75.0000000000,462692.0334784070,34.0000000000,0.0000000000,-10177710.2333134000,4.0000000000,4.0000000000,5.0000000000,-0.2910000000,17693.7299493849,-0.0004707705,0.0000000000,0.0000000000,513.5656749867,0.3267689459,-9.1219814047,NLOS
23.0000000000,462692.0334784070,42.0000000000,2.0000000000,-10062690.6216920000,53.0000000000,52.0000000000,52.0000000000,-0.1880000000,17824.9510495588,-0.0000868463,0.0000000000,0.0000000000,381.8154615462,-1.3420499638,68.8473180123,LOS
31.0000000000,462692.0334784070,40.0000000000,2.0000000000,-9939433.4935549200,29.0000000000,28.0000000000,29.0000000000,-0.1290000000,18378.5690906569,0.0003239160,0.0000000000,0.0000000000,171.4996455759,3.5527919866,-44.8553840108,NLOS
1.0000000000,462693.0335391350,79.0000000000,2.0000000000,-10057610.9209150000,43.0000000000,42.0000000000,44.0000000000,0.4360000000,18173.9925321266,-0.0000093450,0.0000000000,0.0000000000,32.8797741197,-0.0756610967,16.1392847188,LOS
3.0000000000,462693.0335391350,49.0000000000,2.0000000000,-9996777.2639859900,33.0000000000,32.0000000000,38.0000000000,0.3580000000,17924.7666076831,0.0001936073,0.0000000000,0.0000000000,286.6355356574,-0.5675942451,26.0681892410,NLOS
4.0000000000,462693.0335391350,61.0000000000,2.0000000000,-10056787.9740785000,40.0000000000,39.0000000000,40.0000000000,0.4240000000,18595.7215430140,-0.0000067730,0.0000000000,0.0000000000,388.3982451595,0.2185593657,-35.7203620933,NLOS
9.0000000000,462693.0335391350,11.0000000000,2.0000000000,-10078382.2156357000,44.0000000000,43.0000000000,45.0000000000,0.3600000000,17641.4060428738,-0.0000784049,0.0000000000,0.0000000000,565.2846295685,0.1333045103,83.8130575269,LOS
73.0000000000,462693.0335391350,24.0000000000,0.0000000000,-10019702.5840086000,34.0000000000,30.0000000000,30.0000000000,0.2400000000,18569.5889917723,0.0001172031,0.0000000000,0.0000000000,362.2941853777,-15.8314283341,45.9885008447,NLOS
74.0000000000,462693.0335391350,46.0000000000,0.0000000000,-10043927.9441386000,41.0000000000,40.0000000000,41.0000000000,0.7010000000,18510.1278595626,0.0000367173,0.0000000000,0.0000000000,302.8330531679,-23.2524797916,142.3043544404,LOS
75.0000000000,462693.0335391350,34.0000000000,0.0000000000,-10195916.4837961000,4.0000000000,4.0000000000,5.0000000000,-0.9340000000,17693.0611700676,-0.0004707705,0.0000000000,0.0000000000,514.2344543077,-0.6687793210,-10.1671229936,NLOS
76.0000000000,462693.0335391350,26.0000000000,0.0000000000,-10056698.7130191000,18.0000000000,17.0000000000,11.0000000000,1.2480000000,18116.9626686200,-0.0000063787,0.0000000000,0.0000000000,90.3321377747,-237.8881949596,-6.7887761258,NLOS
23.0000000000,462693.0335391350,42.0000000000,2.0000000000,-10080899.1409981000,53.0000000000,52.0000000000,53.0000000000,0.3830000000,17825.3329911902,-0.0000868463,0.0000000000,0.0000000000,381.0295415819,0.7859199643,70.0714475885,LOS
31.0000000000,462693.0335391350,40.0000000000,2.0000000000,-9957643.4669106600,30.0000000000,29.0000000000,29.0000000000,0.4300000000,18378.9979794956,0.0003239160,0.0000000000,0.0000000000,174.1030266285,2.6033810526,-42.1778048910,NLOS
1.0000000000,462694.0335998630,79.0000000000,2.0000000000,-10075818.6974788000,43.0000000000,42.0000000000,43.0000000000,0.1790000000,18174.1728237494,-0.0000093450,0.0000000000,0.0000000000,32.9953117706,-0.1155376509,16.6207963936,LOS
3.0000000000,462694.0335998630,49.0000000000,2.0000000000,-10014980.6925029000,33.0000000000,32.0000000000,37.0000000000,0.0680000000,17924.8360103182,0.0001936073,0.0000000000,0.0000000000,286.6612741351,-0.0257384777,22.2079309858,NLOS
4.0000000000,462694.0335998630,61.0000000000,2.0000000000,-10074995.3289086000,40.0000000000,39.0000000000,40.0000000000,0.1560000000,18595.8782335333,-0.0000067730,0.0000000000,0.0000000000,388.2845644467,-0.1136807129,-35.6607706510,NLOS
9.0000000000,462694.0335998630,11.0000000000,2.0000000000,-10096590.1419476000,44.0000000000,43.0000000000,45.0000000000,0.0920000000,17641.4979574829,-0.0000784049,0.0000000000,0.0000000000,565.5234794356,-0.2388498671,84.4404991753,LOS
73.0000000000,462694.0335998630,24.0000000000,0.0000000000,-10037887.0624001000,34.0000000000,33.0000000000,34.0000000000,-0.2730000000,18540.0523346625,0.0001172031,0.0000000000,0.0000000000,332.7575282678,-29.5366571099,23.1720859520,NLOS
74.0000000000,462694.0335998630,46.0000000000,0.0000000000,-10062136.3065887000,40.0000000000,40.0000000000,41.0000000000,-0.1740000000,18522.5421783886,0.0000367173,0.0000000000,0.0000000000,315.2473719940,12.4143188260,143.3719981425,LOS
75.0000000000,462694.0335998630,34.0000000000,0.0000000000,-10214062.3904487000,12.0000000000,11.0000000000,4.0000000000,0.5040000000,17632.8265116922,-0.0004707705,0.0000000000,0.0000000000,574.4691126794,-60.2346583717,-71.5560948141,NLOS
76.0000000000,462694.0335998630,26.0000000000,0.0000000000,-10074872.5673049000,19.0000000000,18.0000000000,18.0000000000,-0.1270000000,18321.4566907286,-0.0000063787,0.0000000000,0.0000000000,114.1618843339,204.4940221086,-40.2292966880,NLOS
23.0000000000,462694.0335998630,42.0000000000,2.0000000000,-10099107.7947472000,53.0000000000,52.0000000000,53.0000000000,0.1250000000,17825.4574917256,-0.0000868463,0.0000000000,0.0000000000,380.8340567574,0.1954848245,71.4300203174,LOS
31.0000000000,462694.0335998630,40.0000000000,2.0000000000,-9975854.6686052700,30.0000000000,29.0000000000,30.0000000000,0.2130000000,18379.2105879150,0.0003239160,0.0000000000,0.0000000000,175.4552830271,1.3522563986,-38.2718869038,NLOS
1.0000000000,462695.0336605910,79.0000000000,2.0000000000,-10094026.1919806000,43.0000000000,42.0000000000,43.0000000000,-0.1990000000,18173.9744911938,-0.0000093450,0.0000000000,0.0000000000,33.1626119763,-0.1673002057,16.8202459104,LOS
3.0000000000,462695.0336605910,49.0000000000,2.0000000000,-10033186.1470124000,33.0000000000,32.0000000000,33.0000000000,-0.2850000000,17924.5498645380,0.0001936074,0.0000000000,0.0000000000,284.6110729538,2.0502011813,20.3736651838,NLOS
4.0000000000,462695.0336605910,61.0000000000,2.0000000000,-10093202.5311741000,40.0000000000,39.0000000000,40.0000000000,-0.2290000000,18595.6491451300,-0.0000067730,0.0000000000,0.0000000000,388.2277331278,-0.0568313189,-35.7537439428,NLOS
9.0000000000,462695.0336605910,11.0000000000,2.0000000000,-10114797.7333942000,44.0000000000,43.0000000000,44.0000000000,-0.2720000000,17641.2257035747,-0.0000784049,0.0000000000,0.0000000000,565.8221201636,-0.2986407280,84.7330755331,LOS
73.0000000000,462695.0336605910,24.0000000000,0.0000000000,-10056087.7007279000,34.0000000000,33.0000000000,34.0000000000,-0.2400000000,18556.2174154482,0.0001172031,0.0000000000,0.0000000000,348.9226090536,16.1650807858,16.5156074278,NLOS
74.0000000000,462695.0336605910,46.0000000000,0.0000000000,-10080347.0587189000,40.0000000000,39.0000000000,41.0000000000,-0.2340000000,18525.0795501284,0.0000367173,0.0000000000,0.0000000000,317.7847437337,2.5373717397,146.8293218836,LOS
75.0000000000,462695.0336605910,34.0000000000,0.0000000000,-10232226.5689099000,11.0000000000,10.0000000000,12.0000000000,-0.1700000000,17651.2075207233,-0.0004707705,0.0000000000,0.0000000000,556.0881036520,18.3810090274,-114.6732579619,NLOS
76.0000000000,462695.0336605910,26.0000000000,0.0000000000,-10093114.2641402000,20.0000000000,19.0000000000,19.0000000000,-0.6330000000,18389.4557108394,-0.0000063787,0.0000000000,0.0000000000,182.1609044448,67.9990201108,-5.8272677921,NLOS
23.0000000000,462695.0336605910,42.0000000000,2.0000000000,-10117315.7843541000,53.0000000000,52.0000000000,53.0000000000,-0.2540000000,17825.2042959965,-0.0000868463,0.0000000000,0.0000000000,381.4371564724,-0.6030997150,72.1244507134,LOS
31.0000000000,462695.0336605910,40.0000000000,2.0000000000,-9994065.1462960600,30.0000000000,29.0000000000,30.0000000000,-0.2050000000,18379.0048089884,0.0003239160,0.0000000000,0.0000000000,174.8551892713,-0.6000937559,-35.0899727270,NLOS
1.0000000000,462696.0337213200,79.0000000000,2.0000000000,-10112233.3742793000,43.0000000000,42.0000000000,43.0000000000,0.1020000000,18174.0744184292,-0.0000093450,0.0000000000,0.0000000000,33.3393218294,-0.1767098531,16.7075448744,LOS
3.0000000000,462696.0337213200,49.0000000000,2.0000000000,-10051392.7451353000,33.0000000000,32.0000000000,33.0000000000,0.0060000000,17924.5570435747,0.0001936074,0.0000000000,0.0000000000,283.4432462417,1.1678267121,19.6830127984,NLOS
4.0000000000,462696.0337213200,61.0000000000,2.0000000000,-10111409.7372107000,40.0000000000,39.0000000000,40.0000000000,0.0940000000,18595.7443629056,-0.0000067730,0.0000000000,0.0000000000,388.3272248432,0.0994917154,-35.8429460637,NLOS
9.0000000000,462696.0337213200,11.0000000000,2.0000000000,-10133005.4141768000,44.0000000000,43.0000000000,44.0000000000,0.0220000000,17641.2485098987,-0.0000784049,0.0000000000,0.0000000000,565.6965538748,0.1255662888,85.1149879172,LOS
73.0000000000,462696.0337213200,24.0000000000,0.0000000000,-10074291.9800187000,33.0000000000,32.0000000000,34.0000000000,-0.1160000000,18559.8635264337,0.0001172031,0.0000000000,0.0000000000,352.5687200427,3.6461109892,13.5000918396,NLOS
74.0000000000,462696.0337213200,46.0000000000,0.0000000000,-10098560.8614907000,40.0000000000,39.0000000000,40.0000000000,0.4180000000,18528.2778647132,0.0000367173,0.0000000000,0.0000000000,320.9830583185,3.1983145848,153.3372873403,LOS
75.0000000000,462696.0337213200,34.0000000000,0.0000000000,-10250560.1582778000,11.0000000000,10.0000000000,12.0000000000,-0.2150000000,17820.7276563122,-0.0004707705,0.0000000000,0.0000000000,386.5679680631,169.5201355889,11.6204855852,NLOS
76.0000000000,462696.0337213200,26.0000000000,0.0000000000,-10111348.7417251000,21.0000000000,20.0000000000,20.0000000000,0.6700000000,18382.3929287381,-0.0000063787,0.0000000000,0.0000000000,175.0981223434,-7.0627821013,21.3555107638,NLOS
23.0000000000,462696.0337213200,42.0000000000,2.0000000000,-10135523.7790571000,53.0000000000,52.0000000000,53.0000000000,0.0470000000,17825.2518535591,-0.0000868463,0.0000000000,0.0000000000,381.3710166588,0.0661398135,72.8239773326,LOS
31.0000000000,462696.0337213200,40.0000000000,2.0000000000,-10012275.7379172000,30.0000000000,30.0000000000,30.0000000000,0.1070000000,18379.1123804301,0.0003239160,0.0000000000,0.0000000000,175.0930221342,0.2378328629,-31.7941282131,NLOS
1.0000000000,462697.0337820480,79.0000000000,2.0000000000,-10130440.3278626000,43.0000000000,42.0000000000,43.0000000000,-0.1610000000,18173.9152548089,-0.0000093450,0.0000000000,0.0000000000,33.1729135960,0.1664082333,16.6658710092,LOS
3.0000000000,462697.0337820480,49.0000000000,2.0000000000,-10069601.4984033000,33.0000000000,32.0000000000,33.0000000000,-0.2190000000,17924.3365087732,0.0001936074,0.0000000000,0.0000000000,280.9640902840,2.4791559577,21.4472980537,NLOS
4.0000000000,462697.0337820480,61.0000000000,2.0000000000,-10129616.7174280000,40.0000000000,40.0000000000,40.0000000000,-0.1720000000,18595.5718830898,-0.0000067730,0.0000000000,0.0000000000,388.4969049469,0.1696801037,-35.8581750914,NLOS
9.0000000000,462697.0337820480,11.0000000000,2.0000000000,-10151213.0608194000,44.0000000000,43.0000000000,44.0000000000,-0.2330000000,17641.0155409649,-0.0000784049,0.0000000000,0.0000000000,565.3946645968,0.3018892780,85.7625527270,LOS
73.0000000000,462697.0337820480,24.0000000000,0.0000000000,-10092482.3037410000,32.0000000000,32.0000000000,34.0000000000,-0.3240000000,18545.9131089560,0.0001172031,0.0000000000,0.0000000000,338.9180950187,-13.6506250240,-3.1711998731,NLOS
74.0000000000,462697.0337820480,46.0000000000,0.0000000000,-10116770.3992702000,40.0000000000,39.0000000000,40.0000000000,-0.3480000000,18524.1605258509,0.0000367173,0.0000000000,0.0000000000,317.1655119173,-3.8175464012,155.8800528906,LOS
75.0000000000,462697.0337820480,34.0000000000,0.0000000000,-10268704.1159392000,11.0000000000,10.0000000000,11.0000000000,0.3250000000,17631.2052080146,-0.0004707705,0.0000000000,0.0000000000,575.7906238958,-189.2226558328,-51.4176849239,NLOS
76.0000000000,462697.0337820480,26.0000000000,0.0000000000,-10129537.0642322000,21.0000000000,20.0000000000,21.0000000000,-0.7890000000,18336.3943164348,-0.0000063787,0.0000000000,0.0000000000,129.3993025012,-45.6988198422,2.6830039024,NLOS
23.0000000000,462697.0337820480,42.0000000000,2.0000000000,-10153731.5947717000,53.0000000000,53.0000000000,53.0000000000,-0.2070000000,17825.0449012033,-0.0000868463,0.0000000000,0.0000000000,381.1891675033,0.1818491556,73.6443079449,LOS
31.0000000000,462697.0337820480,40.0000000000,2.0000000000,-10030486.1873459000,31.0000000000,30.0000000000,30.0000000000,-0.1430000000,18378.9712541662,0.0003239160,0.0000000000,0.0000000000,175.3745168746,0.2814947404,-28.3406836726,NLOS
1.0000000000,462698.0338428370,79.0000000000,2.0000000000,-10148647.4422643000,43.0000000000,42.0000000000,43.0000000000,0.2250000000,18174.1470449082,-0.0000093450,0.0000000000,0.0000000000,32.8972694203,0.2756441757,16.7850154974,LOS
3.0000000000,462698.0338428370,49.0000000000,2.0000000000,-10087810.9397589000,33.0000000000,32.0000000000,33.0000000000,0.0980000000,17924.4422771967,0.0001936074,0.0000000000,0.0000000000,280.2517970540,0.7122932300,23.8996708244,NLOS
4.0000000000,462698.0338428370,61.0000000000,2.0000000000,-10147823.9835760000,41.0000000000,40.0000000000,40.0000000000,0.1780000000,18595.7567119412,-0.0000067730,0.0000000000,0.0000000000,388.9407446533,0.4438397065,-35.5873127505,NLOS
9.0000000000,462698.0338428370,11.0000000000,2.0000000000,-10169420.8737934000,44.0000000000,43.0000000000,44.0000000000,0.1390000000,17641.1627052873,-0.0000784049,0.0000000000,0.0000000000,565.1921250932,0.2025395036,86.5764489137,LOS
