 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
74.0000000000,462168.4042072690,49.0000000000,0.0000000000,-498546.5644093150,35.0000000000,34.0000000000,35.0000000000,-0.2130000000,18430.8182922005,0.0000367164,0.0000000000,0.0000000000,237.6137313321,-3.1156580225,140.2097811401,LOS
23.0000000000,462168.4042072690,38.0000000000,0.0000000000,-535502.0439851610,43.0000000000,42.0000000000,43.0000000000,0.4340000000,17778.9306541234,-0.0000868466,0.0000000000,0.0000000000,414.0174871571,0.0314304307,52.4626217969,LOS
1.0000000000,462169.4036869240,77.0000000000,0.0000000000,-530413.0352732910,40.0000000000,39.0000000000,40.0000000000,-0.4350000000,18089.5195779800,-0.0000093455,0.0000000000,0.0000000000,93.6914523281,-0.1204973236,14.9615923986,NLOS
3.0000000000,462169.4036869240,46.0000000000,0.0000000000,-469598.4246038010,30.0000000000,29.0000000000,31.0000000000,-0.3300000000,17887.5561038516,0.0001935958,0.0000000000,0.0000000000,295.6287379451,-0.4190145470,40.6427160092,NLOS
4.0000000000,462169.4036869240,66.0000000000,0.0000000000,-529601.3688500740,46.0000000000,45.0000000000,46.0000000000,-0.4550000000,18518.7165459096,-0.0000067731,0.0000000000,0.0000000000,336.0629288331,-0.2766932137,-25.5078523681,LOS
9.0000000000,462169.4036869240,8.0000000000,0.0000000000,-551191.6656957230,44.0000000000,43.0000000000,44.0000000000,-0.4000000000,17598.3698654025,-0.0000783987,0.0000000000,0.0000000000,584.3068110459,0.1726128124,91.9638892263,LOS
74.0000000000,462169.4036869240,49.0000000000,0.0000000000,-516728.2633447490,34.0000000000,34.0000000000,35.0000000000,0.2520000000,18415.0402502343,0.0000367164,0.0000000000,0.0000000000,232.3284250796,-5.2853062525,139.1968914196,LOS
23.0000000000,462169.4036869240,38.0000000000,0.0000000000,-553685.4932792330,43.0000000000,42.0000000000,43.0000000000,-0.5490000000,17768.5622713975,-0.0000868466,0.0000000000,0.0000000000,413.9340149611,0.0834721960,53.1997036189,LOS
1.0000000000,462170.4043248150,77.0000000000,0.0000000000,-548615.9266981180,40.0000000000,39.0000000000,40.0000000000,0.1990000000,18110.6468880139,-0.0000093455,0.0000000000,0.0000000000,93.5477558114,0.1436965168,14.1554484405,NLOS
3.0000000000,462170.4043248150,46.0000000000,0.0000000000,-487802.7926705470,30.0000000000,29.0000000000,30.0000000000,0.1070000000,17908.3467692956,0.0001935959,0.0000000000,0.0000000000,294.3607415706,1.2679963745,41.3195271753,NLOS
4.0000000000,462170.4043248150,66.0000000000,0.0000000000,-547804.7748434390,46.0000000000,45.0000000000,46.0000000000,0.2130000000,18540.3258541114,-0.0000067731,0.0000000000,0.0000000000,336.6468132809,0.5838844478,-25.7996678837,LOS
9.0000000000,462170.4043248150,8.0000000000,0.0000000000,-569395.0619160680,44.0000000000,43.0000000000,44.0000000000,0.1050000000,17618.8427669517,-0.0000783987,0.0000000000,0.0000000000,584.8454008102,-0.5385897644,91.6587483920,LOS
74.0000000000,462170.4043248150,49.0000000000,0.0000000000,-534932.7548776340,34.0000000000,33.0000000000,35.0000000000,0.3810000000,18438.8983112946,0.0000367164,0.0000000000,0.0000000000,235.2010147087,2.8725896291,139.9911277182,LOS
23.0000000000,462170.4043248150,38.0000000000,0.0000000000,-571888.9978121400,43.0000000000,42.0000000000,43.0000000000,0.2230000000,17789.2579751722,-0.0000868466,0.0000000000,0.0000000000,414.3114913180,-0.3774763569,53.0065523982,LOS
1.0000000000,462171.4043835890,77.0000000000,0.0000000000,-566808.7076096790,40.0000000000,39.0000000000,40.0000000000,0.2130000000,18100.2274942398,-0.0000093455,0.0000000000,0.0000000000,93.4340902530,0.1136655584,13.7315270863,NLOS
3.0000000000,462171.4043835890,46.0000000000,0.0000000000,-505997.9108037680,30.0000000000,29.0000000000,30.0000000000,0.1250000000,17897.9653272964,0.0001935959,0.0000000000,0.0000000000,292.4748457931,1.8858957775,43.2391370349,NLOS
4.0000000000,462171.4043835890,66.0000000000,0.0000000000,-565998.8306833200,46.0000000000,45.0000000000,46.0000000000,0.1770000000,18529.6552033312,-0.0000067731,0.0000000000,0.0000000000,336.4640671350,-0.1827461459,-24.9489008747,LOS
9.0000000000,462171.4043835890,8.0000000000,0.0000000000,-587588.6336571350,44.0000000000,43.0000000000,44.0000000000,0.1150000000,17608.6262848749,-0.0000783988,0.0000000000,0.0000000000,584.5765777305,0.2688230798,92.0218663476,LOS
74.0000000000,462171.4043835890,49.0000000000,0.0000000000,-553131.9758251940,34.0000000000,33.0000000000,34.0000000000,-0.1060000000,18433.1382291428,0.0000367164,0.0000000000,0.0000000000,239.9336682744,4.7326535657,146.0075144097,LOS
23.0000000000,462171.4043835890,38.0000000000,0.0000000000,-590082.7482500180,44.0000000000,43.0000000000,43.0000000000,0.0700000000,17778.9793094918,-0.0000868465,0.0000000000,0.0000000000,414.0892448798,0.2222464383,53.5520420857,LOS
1.0000000000,462172.4044424230,77.0000000000,0.0000000000,-585000.9566368790,40.0000000000,39.0000000000,40.0000000000,-0.0330000000,18100.3591813705,-0.0000093455,0.0000000000,0.0000000000,93.3985341638,0.0355560891,12.4759289175,NLOS
3.0000000000,462172.4044424230,46.0000000000,0.0000000000,-524193.6016120090,30.0000000000,29.0000000000,30.0000000000,0.0660000000,17897.9977867640,0.0001935959,0.0000000000,0.0000000000,291.6285441369,0.8463016562,45.4316294566,NLOS
4.0000000000,462172.4044424230,66.0000000000,0.0000000000,-584192.1700619120,46.0000000000,45.0000000000,46.0000000000,-0.0620000000,18529.7678327821,-0.0000067731,0.0000000000,0.0000000000,336.2705861591,-0.1934809759,-25.1143876128,LOS
9.0000000000,462172.4044424230,8.0000000000,0.0000000000,-605781.4106738340,44.0000000000,43.0000000000,44.0000000000,-0.0970000000,17608.6893402449,-0.0000783988,0.0000000000,0.0000000000,584.8324545622,-0.2558768317,91.2904674783,LOS
74.0000000000,462172.4044424230,49.0000000000,0.0000000000,-571325.4446826570,34.0000000000,33.0000000000,34.0000000000,-0.2990000000,18428.4864335730,0.0000367164,0.0000000000,0.0000000000,234.9820802473,-4.9515880272,145.9720185474,LOS
23.0000000000,462172.4044424230,38.0000000000,0.0000000000,-608275.5448059360,44.0000000000,43.0000000000,44.0000000000,-0.0700000000,17779.0585196018,-0.0000868465,0.0000000000,0.0000000000,414.2951472364,-0.2059023567,52.8438573554,LOS
1.0000000000,462173.4034808520,77.0000000000,0.0000000000,-603175.8787315330,40.0000000000,39.0000000000,40.0000000000,0.5720000000,18082.1780855618,-0.0000093455,0.0000000000,0.0000000000,93.6125232428,-0.2139890790,11.8809454031,NLOS
3.0000000000,462173.4034808520,46.0000000000,0.0000000000,-542372.2027172330,30.0000000000,29.0000000000,30.0000000000,0.1630000000,17879.8817264363,0.0001935959,0.0000000000,0.0000000000,291.9612826891,-0.3327385522,48.5219596252,NLOS
4.0000000000,462173.4034808520,66.0000000000,0.0000000000,-602367.3179447610,46.0000000000,45.0000000000,46.0000000000,0.6010000000,18511.1235553696,-0.0000067731,0.0000000000,0.0000000000,335.6086532027,-0.6619329564,-25.4838226475,LOS
9.0000000000,462173.4034808520,8.0000000000,0.0000000000,-623956.5805636860,44.0000000000,43.0000000000,44.0000000000,0.5720000000,17590.9016685746,-0.0000783988,0.0000000000,0.0000000000,584.6647224911,0.1677320711,90.9394928291,LOS
74.0000000000,462173.4034808520,49.0000000000,0.0000000000,-589497.4954994540,34.0000000000,33.0000000000,34.0000000000,0.6210000000,18405.6094966605,0.0000367164,0.0000000000,0.0000000000,230.0926902555,-4.8893899918,142.5060289390,LOS
76.0000000000,462173.4034808520,28.0000000000,0.0000000000,-602851.5219414750,25.0000000000,24.0000000000,25.0000000000,0.4080000000,18243.4697376787,0.0000000000,0.0000000000,0.0000000000,67.9523865134,-4.6628351510,2489.2440978810,NLOS
23.0000000000,462173.4034808520,38.0000000000,0.0000000000,-626451.1034390030,44.0000000000,43.0000000000,44.0000000000,0.5900000000,17761.1343247368,-0.0000868465,0.0000000000,0.0000000000,414.2228752822,0.0722719543,52.8852970898,LOS
1.0000000000,462174.4035441460,77.0000000000,0.0000000000,-621368.7939035930,40.0000000000,39.0000000000,40.0000000000,-0.3090000000,18100.7282659523,-0.0000093455,0.0000000000,0.0000000000,93.5678380691,0.0446851738,10.9916996323,NLOS
3.0000000000,462174.4035441460,46.0000000000,0.0000000000,-560567.3446839300,30.0000000000,29.0000000000,30.0000000000,-0.3990000000,17898.1785301417,0.0001935959,0.0000000000,0.0000000000,292.9861006960,-1.0248180069,49.8658180758,NLOS
4.0000000000,462174.4035441460,66.0000000000,0.0000000000,-620561.5043783590,46.0000000000,45.0000000000,46.0000000000,-0.3570000000,18530.1173944063,-0.0000067731,0.0000000000,0.0000000000,336.2969417199,0.6882885173,-25.1020468362,LOS
9.0000000000,462174.4035441460,8.0000000000,0.0000000000,-642150.2611034730,44.0000000000,43.0000000000,44.0000000000,-0.4120000000,17608.8944973722,-0.0000783988,0.0000000000,0.0000000000,584.9716873802,-0.3069648892,90.8118245713,LOS
74.0000000000,462174.4035441460,49.0000000000,0.0000000000,-607688.3824455400,34.0000000000,33.0000000000,34.0000000000,-0.4510000000,18425.2740117572,0.0000367164,0.0000000000,0.0000000000,231.4698659740,1.3771757185,139.5888292417,LOS
76.0000000000,462174.4035441460,28.0000000000,0.0000000000,-621023.4674506560,25.0000000000,24.0000000000,25.0000000000,-0.6190000000,18238.1299710571,0.0000000000,0.0000000000,0.0000000000,44.3252799548,-23.6271065585,2467.3849159591,NLOS
23.0000000000,462174.4035441460,38.0000000000,0.0000000000,-644645.0374703890,44.0000000000,43.0000000000,44.0000000000,-0.2420000000,17779.3334825895,-0.0000868465,0.0000000000,0.0000000000,414.3268521503,-0.1039768681,53.0147953704,LOS
1.0000000000,462175.4046188040,77.0000000000,0.0000000000,-639580.3713888480,40.0000000000,39.0000000000,40.0000000000,0.2950000000,18119.0767036415,-0.0000093455,0.0000000000,0.0000000000,94.5090630427,-0.9412249736,9.5780500248,NLOS
3.0000000000,462175.4046188040,46.0000000000,0.0000000000,-578857.6461673490,30.0000000000,20.0000000000,30.0000000000,-0.5780000000,17915.9728820249,0.0001935960,0.0000000000,0.0000000000,216.8391602002,76.1469404958,127.1824825928,NLOS
4.0000000000,462175.4046188040,66.0000000000,0.0000000000,-638775.2605502300,46.0000000000,45.0000000000,46.0000000000,0.3610000000,18548.9092099256,-0.0000067731,0.0000000000,0.0000000000,335.8895899095,-0.4073518105,-24.3372500278,LOS
9.0000000000,462175.4046188040,8.0000000000,0.0000000000,-660363.0483292040,44.0000000000,43.0000000000,44.0000000000,0.2190000000,17626.6862151212,-0.0000783988,0.0000000000,0.0000000000,586.3796980716,-1.4080106914,90.6041213907,LOS
74.0000000000,462175.4046188040,49.0000000000,0.0000000000,-625899.9147116350,34.0000000000,33.0000000000,34.0000000000,0.7950000000,18445.8031367696,0.0000367164,0.0000000000,0.0000000000,232.8122742251,1.3424082510,138.1302327923,LOS
76.0000000000,462175.4046188040,28.0000000000,0.0000000000,-639202.6395603490,24.0000000000,23.0000000000,25.0000000000,-1.6270000000,18246.2443223036,0.0000000000,0.0000000000,0.0000000000,33.2529138848,-11.0723660700,2433.5656172335,NLOS
23.0000000000,462175.4046188040,38.0000000000,0.0000000000,-662858.0829915250,44.0000000000,43.0000000000,44.0000000000,0.1620000000,17797.3156574815,-0.0000868465,0.0000000000,0.0000000000,415.5756201819,-1.2487680316,53.0690662526,LOS
1.0000000000,462176.4041172150,77.0000000000,0.0000000000,-657762.3968617350,40.0000000000,39.0000000000,40.0000000000,0.1270000000,18090.9169539287,-0.0000093455,0.0000000000,0.0000000000,92.0857085548,2.4233544879,9.1912183352,NLOS
3.0000000000,462176.4041172150,46.0000000000,0.0000000000,-597026.4860383490,20.0000000000,19.0000000000,30.0000000000,-0.1230000000,17887.2105241753,0.0001935960,0.0000000000,0.0000000000,308.3249539807,-91.4857937805,113.6163550317,NLOS
4.0000000000,462176.4041172150,66.0000000000,0.0000000000,-656957.4521873480,46.0000000000,45.0000000000,46.0000000000,0.1350000000,18520.0526638180,-0.0000067731,0.0000000000,0.0000000000,337.6072288938,1.7176389843,-24.5581573136,LOS
9.0000000000,462176.4041172150,8.0000000000,0.0000000000,-678546.2875067890,44.0000000000,43.0000000000,44.0000000000,0.0870000000,17599.1970904506,-0.0000783988,0.0000000000,0.0000000000,583.2912872508,3.0884108208,91.4272063226,LOS
74.0000000000,462176.4041172150,49.0000000000,0.0000000000,-644081.6997090610,34.0000000000,33.0000000000,34.0000000000,-0.1620000000,18416.7388040646,0.0000367164,0.0000000000,0.0000000000,234.3267713785,1.5144971535,137.5031975321,LOS
76.0000000000,462176.4041172150,28.0000000000,0.0000000000,-657424.0477607990,24.0000000000,10.0000000000,25.0000000000,-1.0760000000,18288.7705029360,0.0000000000,0.0000000000,0.0000000000,106.3579252362,73.1050113514,2472.5612399839,NLOS
23.0000000000,462176.4041172150,38.0000000000,0.0000000000,-681041.1828279450,44.0000000000,43.0000000000,44.0000000000,0.0840000000,17769.5937134735,-0.0000868465,0.0000000000,0.0000000000,412.7553407960,2.8202793859,53.7564828806,LOS
1.0000000000,462177.4037339060,77.0000000000,0.0000000000,-675947.2202891440,40.0000000000,39.0000000000,40.0000000000,-0.0900000000,18092.9715839922,-0.0000093455,0.0000000000,0.0000000000,92.1522960067,-0.0665874518,9.5037939921,NLOS
3.0000000000,462177.4037339060,46.0000000000,0.0000000000,-615183.2973474630,21.0000000000,21.0000000000,30.0000000000,0.5040000000,17889.9584372825,0.0001935960,0.0000000000,0.0000000000,323.0884546600,-14.7635006793,85.9231191576,NLOS
4.0000000000,462177.4037339060,66.0000000000,0.0000000000,-675142.4099078430,46.0000000000,45.0000000000,46.0000000000,-0.1860000000,18522.1172191128,-0.0000067731,0.0000000000,0.0000000000,337.5806698613,-0.0265590325,-24.1115284227,LOS
9.0000000000,462177.4037339060,8.0000000000,0.0000000000,-696730.6437605880,44.0000000000,43.0000000000,44.0000000000,-0.2050000000,17601.1026436835,-0.0000783988,0.0000000000,0.0000000000,583.4731322788,-0.1818450280,91.2688198462,LOS
74.0000000000,462177.4037339060,49.0000000000,0.0000000000,-662262.9453738590,35.0000000000,34.0000000000,34.0000000000,0.7230000000,18416.2060623839,0.0000367164,0.0000000000,0.0000000000,231.6954825521,-2.6312888265,134.2382824980,LOS
76.0000000000,462177.4037339060,28.0000000000,0.0000000000,-675568.5963313910,12.0000000000,11.0000000000,24.0000000000,1.7210000000,18210.7331291995,0.0000000000,0.0000000000,0.0000000000,26.2220042944,-80.1359209418,2432.5986856706,NLOS
23.0000000000,462177.4037339060,38.0000000000,0.0000000000,-699226.0588015800,43.0000000000,42.0000000000,44.0000000000,-0.1430000000,17771.5288675911,-0.0000868465,0.0000000000,0.0000000000,412.9276533611,-0.1723125651,54.1214895360,LOS
1.0000000000,462178.4037971400,77.0000000000,0.0000000000,-694139.8231834130,40.0000000000,39.0000000000,40.0000000000,0.3750000000,18101.4120842106,-0.0000093455,0.0000000000,0.0000000000,91.8028472252,0.3494487815,9.5014402643,NLOS
3.0000000000,462178.4037971400,46.0000000000,0.0000000000,-633360.1986565810,31.0000000000,23.0000000000,21.0000000000,0.7130000000,17898.5034919083,0.0001935960,0.0000000000,0.0000000000,310.3898560666,12.6985985935,70.2254898585,NLOS
4.0000000000,462178.4037971400,66.0000000000,0.0000000000,-693335.5960982770,46.0000000000,45.0000000000,46.0000000000,0.3340000000,18530.7494128495,-0.0000067731,0.0000000000,0.0000000000,338.1285016686,0.5478318073,-23.5308259428,LOS
9.0000000000,462178.4037971400,8.0000000000,0.0000000000,-714923.7930511230,44.0000000000,43.0000000000,44.0000000000,0.1940000000,17609.2549215555,-0.0000783988,0.0000000000,0.0000000000,583.4026163928,0.0705158859,91.8090721704,LOS
74.0000000000,462178.4037971400,49.0000000000,0.0000000000,-680450.9473114420,35.0000000000,34.0000000000,35.0000000000,0.2260000000,18423.5293653942,0.0000367164,0.0000000000,0.0000000000,230.9243894443,-0.7710931078,129.6352441311,LOS
76.0000000000,462178.4037971400,28.0000000000,0.0000000000,-693782.9457997340,15.0000000000,15.0000000000,24.0000000000,2.8850000000,18281.3541603982,0.0000000000,0.0000000000,0.0000000000,88.7486391254,62.5266348310,2454.3426327407,NLOS
23.0000000000,462178.4037971400,38.0000000000,0.0000000000,-717419.2975098670,43.0000000000,42.0000000000,44.0000000000,0.2500000000,17779.7988102026,-0.0000868465,0.0000000000,0.0000000000,412.7675303034,0.1601230577,54.7548345514,LOS
1.0000000000,462179.4038603120,77.0000000000,0.0000000000,-712332.6608525210,40.0000000000,39.0000000000,40.0000000000,-0.1440000000,18101.1755643412,-0.0000093455,0.0000000000,0.0000000000,92.3506805450,-0.5478333198,9.4340689220,NLOS
3.0000000000,462179.4038603120,46.0000000000,0.0000000000,-651553.6822986600,31.0000000000,30.0000000000,31.0000000000,-0.7660000000,17898.1729686446,0.0001935961,0.0000000000,0.0000000000,294.8980198205,15.4918362461,70.8104010634,NLOS
4.0000000000,462179.4038603120,66.0000000000,0.0000000000,-711528.6106836610,46.0000000000,45.0000000000,46.0000000000,-0.0620000000,18530.5184990204,-0.0000067731,0.0000000000,0.0000000000,337.5951938592,-0.5333078094,-23.4215209708,LOS
9.0000000000,462179.4038603120,8.0000000000,0.0000000000,-733116.2130841350,44.0000000000,43.0000000000,44.0000000000,-0.1390000000,17608.9485021419,-0.0000783989,0.0000000000,0.0000000000,583.9991654828,-0.5965490900,91.3202745132,LOS
74.0000000000,462179.4038603120,49.0000000000,0.0000000000,-698641.4079975300,39.0000000000,35.0000000000,35.0000000000,-0.3400000000,18425.8405250646,0.0000367164,0.0000000000,0.0000000000,232.9357566573,2.0113672130,127.1911618114,LOS
76.0000000000,462179.4038603120,28.0000000000,0.0000000000,-711982.1543960230,16.0000000000,15.0000000000,15.0000000000,0.7810000000,18265.7362155169,0.0000000000,0.0000000000,0.0000000000,72.8309017904,-15.9177373350,2460.6459153034,NLOS
23.0000000000,462179.4038603120,38.0000000000,0.0000000000,-735612.1851360200,42.0000000000,42.0000000000,43.0000000000,-0.0840000000,17779.5258577316,-0.0000868465,0.0000000000,0.0000000000,413.3753957227,-0.6078654192,54.7373049743,LOS
1.0000000000,462180.4039237280,77.0000000000,0.0000000000,-730525.1297210970,40.0000000000,39.0000000000,40.0000000000,0.3460000000,18101.5043657645,-0.0000093455,0.0000000000,0.0000000000,92.3140528537,0.0366276912,8.6981045865,NLOS
3.0000000000,462180.4039237280,46.0000000000,0.0000000000,-669746.2587391800,31.0000000000,31.0000000000,31.0000000000,0.7790000000,17898.4099765457,0.0001935961,0.0000000000,0.0000000000,295.2703846395,-0.3723648190,70.1883182526,NLOS
4.0000000000,462180.4039237280,66.0000000000,0.0000000000,-729721.6747845260,46.0000000000,45.0000000000,46.0000000000,0.2810000000,18530.8295884616,-0.0000067731,0.0000000000,0.0000000000,337.6077916063,0.0125977471,-23.5624929778,LOS
9.0000000000,462180.4039237280,8.0000000000,0.0000000000,-751309.2462397210,44.0000000000,43.0000000000,44.0000000000,0.2680000000,17609.1926844008,-0.0000783989,0.0000000000,0.0000000000,584.0531032756,-0.0539377928,91.1448069699,LOS
74.0000000000,462180.4039237280,49.0000000000,0.0000000000,-716830.4247816870,40.0000000000,39.0000000000,39.0000000000,0.5590000000,18424.8582937121,0.0000367164,0.0000000000,0.0000000000,231.6537328437,-1.2820238136,123.0033851005,LOS
76.0000000000,462180.4039237280,28.0000000000,0.0000000000,-730183.2598370940,17.0000000000,16.0000000000,16.0000000000,-0.8360000000,18268.4235490523,0.0000000000,0.0000000000,0.0000000000,75.2184428610,2.3875410706,2468.5462501831,NLOS
23.0000000000,462180.4039237280,38.0000000000,0.0000000000,-753805.1460634540,42.0000000000,41.0000000000,43.0000000000,0.1330000000,17779.7705206088,-0.0000868465,0.0000000000,0.0000000000,413.5252948478,-0.1498991251,54.4932842180,LOS
1.0000000000,462181.4039868390,77.0000000000,0.0000000000,-748717.3727952650,39.0000000000,39.0000000000,40.0000000000,-0.6100000000,18101.2676821164,-0.0000093455,0.0000000000,0.0000000000,92.1288587190,0.1851941347,8.0361382999,NLOS
3.0000000000,462181.4039868390,46.0000000000,0.0000000000,-687941.2130750450,32.0000000000,31.0000000000,31.0000000000,-0.8880000000,17898.0822938792,0.0001935961,0.0000000000,0.0000000000,292.5705854818,2.6997991577,72.2439232431,NLOS
4.0000000000,462181.4039868390,66.0000000000,0.0000000000,-747914.3953176250,46.0000000000,45.0000000000,46.0000000000,-0.6890000000,18530.5825624093,-0.0000067731,0.0000000000,0.0000000000,337.6642744057,0.0564827994,-23.7472402900,LOS
9.0000000000,462181.4039868390,8.0000000000,0.0000000000,-769501.9336244160,43.0000000000,42.0000000000,44.0000000000,-0.6570000000,17608.8861467838,-0.0000783989,0.0000000000,0.0000000000,584.0661664195,-0.0130631439,90.9233609959,LOS
74.0000000000,462181.4039868390,49.0000000000,0.0000000000,-735017.9384896640,41.0000000000,40.0000000000,40.0000000000,-0.4240000000,18423.5120604597,0.0000367164,0.0000000000,0.0000000000,230.6072920486,-1.0464407951,117.6123246662,LOS
76.0000000000,462181.4039868390,28.0000000000,0.0000000000,-748337.0818380780,18.0000000000,17.0000000000,17.0000000000,-1.0470000000,18221.1160087585,0.0000000000,0.0000000000,0.0000000000,28.2106950283,-47.0077478327,2429.4629374370,NLOS
23.0000000000,462181.4039868390,38.0000000000,0.0000000000,-771997.8147218860,42.0000000000,41.0000000000,42.0000000000,-0.6430000000,17779.5260242447,-0.0000868465,0.0000000000,0.0000000000,413.4577344917,0.0675603561,54.2567869164,LOS
1.0000000000,462182.4040501330,77.0000000000,0.0000000000,-766909.7461040690,39.0000000000,38.0000000000,40.0000000000,0.6100000000,18101.2276115156,-0.0000093455,0.0000000000,0.0000000000,91.8602173552,0.2686413638,7.8041991070,NLOS
3.0000000000,462182.4040501330,46.0000000000,0.0000000000,-706136.1057741670,32.0000000000,31.0000000000,32.0000000000,0.5540000000,17897.9633765071,0.0001935961,0.0000000000,0.0000000000,292.1221257709,0.4484597109,74.5376839526,NLOS
4.0000000000,462182.4040501330,66.0000000000,0.0000000000,-766107.6544703650,46.0000000000,45.0000000000,46.0000000000,0.5430000000,18530.5280708409,-0.0000067731,0.0000000000,0.0000000000,337.9311307371,0.2668563314,-23.0935755074,LOS
9.0000000000,462182.4040501330,8.0000000000,0.0000000000,-787694.0444036160,43.0000000000,42.0000000000,44.0000000000,0.4030000000,17608.7641363367,-0.0000783989,0.0000000000,0.0000000000,583.8742618673,0.1919045523,90.4251019843,LOS
74.0000000000,462182.4040501330,49.0000000000,0.0000000000,-753206.3216319230,41.0000000000,40.0000000000,41.0000000000,0.2990000000,18424.6651828177,0.0000367164,0.0000000000,0.0000000000,232.0602068678,1.4529148191,113.3904909752,LOS
76.0000000000,462182.4040501330,28.0000000000,0.0000000000,-766585.5720979720,19.0000000000,18.0000000000,18.0000000000,0.4000000000,18315.4169854260,0.0000000000,0.0000000000,0.0000000000,122.8114641570,94.6007691287,2485.3476760611,NLOS
23.0000000000,462182.4040501330,38.0000000000,0.0000000000,-790190.0934812160,42.0000000000,41.0000000000,42.0000000000,0.5960000000,17779.3981438055,-0.0000868465,0.0000000000,0.0000000000,413.3322780877,0.1254564039,53.9301829748,LOS
1.0000000000,462183.4041134270,77.0000000000,0.0000000000,-785103.3101961610,39.0000000000,38.0000000000,39.0000000000,0.8650000000,18101.9675185307,-0.0000093455,0.0000000000,0.0000000000,91.9423855655,-0.0821682103,7.8636658303,NLOS
3.0000000000,462183.4041134270,46.0000000000,0.0000000000,-724333.1080241050,32.0000000000,31.0000000000,32.0000000000,0.9520000000,17898.5950342752,0.0001935961,0.0000000000,0.0000000000,291.6294593960,0.4926663749,78.0416181013,NLOS
4.0000000000,462183.4041134270,66.0000000000,0.0000000000,-784301.6134901270,46.0000000000,45.0000000000,46.0000000000,1.1640000000,18531.2749306447,-0.0000067731,0.0000000000,0.0000000000,337.7812147141,-0.1499160230,-22.6394210719,LOS
9.0000000000,462183.4041134270,8.0000000000,0.0000000000,-805888.0457726190,43.0000000000,43.0000000000,43.0000000000,1.0040000000,17609.4300619177,-0.0000783989,0.0000000000,0.0000000000,584.0928478129,-0.2185859457,90.9180554040,LOS
74.0000000000,462183.4041134270,49.0000000000,0.0000000000,-771396.9163280420,41.0000000000,41.0000000000,41.0000000000,1.1700000000,18425.9626242630,0.0000367164,0.0000000000,0.0000000000,232.4582709372,0.3980640694,110.4808337688,LOS
76.0000000000,462183.4041134270,28.0000000000,0.0000000000,-784762.1257141450,20.0000000000,19.0000000000,19.0000000000,-0.0540000000,18244.6563524864,0.0000000000,0.0000000000,0.0000000000,51.1514538378,-71.6600103192,2468.3963935860,NLOS
